Machine_ID,Machine_Name,Platform,Platform_ID,OS,OS_Detail,Difficulty,Difficulty_Numeric,Attack_Category,Attack_Category_Detail,Vulnerability_Type,Kill_Chain_Stages,Skills_Required,Learning_Objectives,Estimated_Time,Estimated_Time_Hours,Attack_Path_Length,Entry_Point
174,Game of Thrones,VulnHub,0,Linux,Web Server + SSH + Steganography + Cryptography,Hard,3,Web Exploitation,Web Exploitation + Steganography + Cryptography + Credential Chain + Privilege Escalation,Directory Enumeration → Hidden File Discovery → Steganography Extraction → Encoding/Decoding → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Discovery; Steganography; Encoding/Decoding; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Hidden File Discovery; Steganography Extraction; Encoding/Decoding; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,10,"Web + System + Steganography + Crypto Exploitation (HTTP, SSH)"
175,Trollcave,VulnHub,0,Linux,Web Server + SSH + Hidden Services,Medium,2,Web Exploitation,Web Exploitation + Hidden Service Discovery + Credential Extraction + Privilege Escalation,Directory Enumeration → Hidden Service Discovery → Credential Discovery → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; Service Enumeration; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Hidden Service Discovery; Credential Discovery; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,8,"Web + System Exploitation (HTTP, SSH)"
176,Gemini Inc,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Web Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Directory Enumeration → Hidden File Discovery → Encoding/Decoding → File Analysis → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Discovery; Encoding/Decoding; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Hidden File Discovery; Encoding/Decoding; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,"Web + System Exploitation (HTTP, SSH)"
177,PinkyPalace,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Web Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Directory Enumeration → Hidden File Discovery → Encoding/Decoding → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Discovery; Encoding/Decoding; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Hidden File Discovery; Encoding/Decoding; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,8,"Web + System Exploitation (HTTP, SSH)"
178,Violator,VulnHub,0,Linux,Web Server + SSH + File Upload,Easy,1,Web Exploitation,Web Exploitation + File Upload + Remote Code Execution + Privilege Escalation,Directory Enumeration → File Upload Discovery → File Upload Bypass → Webshell Upload → Command Execution → Reverse Shell → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Upload; File Upload Bypass; Webshell; Command Execution; Reverse Shell; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; File Upload Exploitation; File Upload Bypass; Webshell Execution; Command Execution; Reverse Shell; System Enumeration; Sudo Exploitation; Privilege Escalation,1-2 hours,1.5,7,"Web + System Exploitation (HTTP, SSH)"
179,Bulldog2,VulnHub,0,Linux,Web Server + SSH + Database,Medium,2,Web Exploitation,Web Exploitation + SQL Injection + Credential Extraction + Privilege Escalation,Directory Enumeration → Login Panel Discovery → SQL Injection → Database Enumeration → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; SQL Injection; Database Enumeration; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Login Panel Discovery; SQL Injection; Database Enumeration; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,"Web + System + Database Exploitation (HTTP, SSH)"
180,Wintermute 1,VulnHub,0,Linux,Web Server + SSH + FTP + Steganography,Medium,2,Web Exploitation,Web Exploitation + FTP Abuse + Steganography + Credential Chain + Privilege Escalation,Directory Enumeration → FTP Anonymous Access → File Enumeration → Steganography Extraction → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; FTP Access; File Enumeration; Steganography; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; FTP Enumeration; File Enumeration; Steganography Extraction; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,10,"Web + Network + System Exploitation (HTTP, FTP, SSH)"
181,Dev Random K2,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Web Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Directory Enumeration → Hidden File Discovery → Encoding/Decoding → File Analysis → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Discovery; Encoding/Decoding; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Hidden File Discovery; Encoding/Decoding; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,"Web + System Exploitation (HTTP, SSH)"
182,ROP Primer 1.0.1,VulnHub,0,Linux,Binary Exploitation + SSH,Hard,3,Binary Exploitation,Binary Exploitation + Buffer Overflow + ROP Chain + Privilege Escalation,Local Binary Analysis → Buffer Overflow Discovery → ROP Chain Construction → Exploit Execution → Shell Access → Privilege Escalation → Root Access,Recon → Initial Access → Execution → Privilege Escalation → Collection,Enumeration; Binary Analysis; Buffer Overflow; ROP Chain; Exploit Development; Shell Access; Privilege Escalation,Binary Analysis; Buffer Overflow; ROP Chain; Exploit Development; Shell Access; Privilege Escalation,3-4 hours,3.5,7,"Local + System Exploitation (Binary, SSH)"
183,Gemini Inc 2,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Web Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Directory Enumeration → Hidden File Discovery → Encoding/Decoding → File Analysis → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Discovery; Encoding/Decoding; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Hidden File Discovery; Encoding/Decoding; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,"Web + System Exploitation (HTTP, SSH)"
184,Moonraker 1,VulnHub,0,Linux,Web Server + SSH + File Upload,Medium,2,Web Exploitation,Web Exploitation + File Upload + Remote Code Execution + Privilege Escalation,Directory Enumeration → File Upload Discovery → File Upload Bypass → Webshell Upload → Command Execution → Reverse Shell → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Upload; File Upload Bypass; Webshell; Command Execution; Reverse Shell; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; File Upload Exploitation; File Upload Bypass; Webshell Execution; Command Execution; Reverse Shell; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,8,"Web + System Exploitation (HTTP, SSH)"
185,Replay 1,VulnHub,0,Linux,Web Server + SSH + Packet Analysis,Medium,2,Web Exploitation,Web Exploitation + Packet Analysis + Credential Extraction + Privilege Escalation,Directory Enumeration → Packet Capture Analysis → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; Packet Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Packet Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,8,"Web + Network + System Exploitation (HTTP, PCAP, SSH)"
186,digitalworld.local:Torment,VulnHub,0,Linux,Web Server + SSH + Database + FTP,Hard,3,Web Exploitation,Web Exploitation + SQL Injection + Credential Chain + Privilege Escalation,Directory Enumeration → SQL Injection → Database Enumeration → Credential Extraction → FTP Access → File Enumeration → Credential Reuse → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Lateral Movement → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; SQL Injection; Database Enumeration; Credential Extraction; FTP Access; File Enumeration; Credential Reuse; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; SQL Injection; Database Enumeration; Credential Extraction; FTP Access; File Enumeration; Credential Reuse; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,4-5 hours,4.5,12,"Web + Network + System + Database Exploitation (HTTP, FTP, SSH)"
187,6Days,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Web Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Directory Enumeration → Hidden File Discovery → Encoding/Decoding → File Analysis → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Discovery; Encoding/Decoding; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Hidden File Discovery; Encoding/Decoding; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,"Web + System Exploitation (HTTP, SSH)"
188,IMF,VulnHub,0,Linux,Web Server + SSH + File Upload + Encoding,Hard,3,Web Exploitation,Web Exploitation + File Upload + Encoding + Credential Extraction + Privilege Escalation,Directory Enumeration → Hidden File Discovery → Encoding/Decoding → File Upload Bypass → Webshell Upload → Command Execution → Reverse Shell → File Enumeration → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Execution → Credential Access → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Discovery; Encoding/Decoding; File Upload; File Upload Bypass; Webshell; Command Execution; Reverse Shell; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Hidden File Discovery; Encoding/Decoding; File Upload Exploitation; File Upload Bypass; Webshell Execution; Command Execution; Reverse Shell; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,11,"Web + System Exploitation (HTTP, SSH)"
189,TheWall,VulnHub,0,Linux,Web Server + SSH + File Upload + Firewall Bypass,Medium,2,Web Exploitation,Web Exploitation + File Upload + Firewall Bypass + Privilege Escalation,Directory Enumeration → File Upload Discovery → File Upload Bypass → Webshell Upload → Command Execution → Reverse Shell → Firewall Bypass → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Upload; File Upload Bypass; Webshell; Command Execution; Reverse Shell; Firewall Bypass; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; File Upload Exploitation; File Upload Bypass; Webshell Execution; Command Execution; Reverse Shell; Firewall Bypass; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,"Web + System Exploitation (HTTP, SSH)"
190,USV 2017,VulnHub,0,Linux,Web Server + FTP + SSH + Proxy + MySQL,Hard,3,Web Exploitation,Web Exploitation + Cryptography + WordPress Exploitation + Privilege Escalation,SSH Banner Analysis → Encoding/Decoding → Web Enumeration → Cookie Analysis → Proxy Abuse → WordPress Discovery → Credential Extraction → FTP Access → WordPress Admin Access → Webshell Upload → Reverse Shell → PATH Hijacking → Privilege Escalation → Root Access,Recon → Initial Access → Execution → Credential Access → Privilege Escalation → Collection,Enumeration; Service Enumeration; Encoding/Decoding; Cookie Analysis; Proxy Abuse; WordPress Enumeration; Credential Extraction; FTP Access; CMS Access; Webshell; Reverse Shell; PATH Hijacking; Privilege Escalation,Web Enumeration; Encoding/Decoding; Cookie Analysis; Proxy Exploitation; WordPress Exploitation; Credential Extraction; FTP Access; CMS Admin Access; Webshell Execution; Reverse Shell; PATH Hijacking; Privilege Escalation,4-5 hours,4.5,12,"Web + Network + System + CMS Exploitation (HTTP, FTP, SSH)"
191,C0m80,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Web Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Directory Enumeration → Hidden File Discovery → Encoding/Decoding → File Analysis → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Discovery; Encoding/Decoding; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Hidden File Discovery; Encoding/Decoding; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,"Web + System Exploitation (HTTP, SSH)"
192,Teuchter,VulnHub,0,Linux,Web Server + SSH + File Analysis,Medium,2,Web Exploitation,Web Exploitation + File Analysis + Credential Extraction + Privilege Escalation,Directory Enumeration → Hidden File Discovery → File Analysis → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Discovery; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Hidden File Discovery; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,"Web + System Exploitation (HTTP, SSH)"
193,Symfonos 4,VulnHub,0,Linux,Web Server + SMB + SSH,Medium,2,Network Exploitation,Network Exploitation + SMB Enumeration + Credential Extraction + Privilege Escalation,SMB Enumeration → SMB Share Access → File Enumeration → Credential Discovery → SSH Login → System Enumeration → SUID Enumeration → SUID Exploitation → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; SMB Enumeration; SMB Access; File Enumeration; Credential Extraction; SSH Access; System Enumeration; SUID Enumeration; SUID Abuse; Privilege Escalation,Network Enumeration; SMB Enumeration; File Enumeration; Credential Discovery; SSH Access; System Enumeration; SUID Enumeration; SUID Exploitation; Privilege Escalation,2-3 hours,2.5,9,"Web + Network + System Exploitation (HTTP, SMB, SSH)"
194,Sunset Nightfall,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Web Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Directory Enumeration → Hidden File Discovery → Encoding/Decoding → File Analysis → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Discovery; Encoding/Decoding; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Hidden File Discovery; Encoding/Decoding; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,"Web + System Exploitation (HTTP, SSH)"
195,DC-7,VulnHub,0,Linux,Web Server + Drupal CMS + SSH + Git,Hard,3,Web Exploitation,Web Exploitation + CMS Exploitation + Credential Exposure + Privilege Escalation,Directory Enumeration → CMS Discovery (Drupal) → Source Code Exposure (Git Repository) → Credential Extraction → CMS Login → Remote Code Execution → Reverse Shell → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; CMS Enumeration; Git Enumeration; Credential Extraction; CMS Access; Remote Code Execution; Reverse Shell; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; CMS Enumeration; Git Enumeration; Credential Extraction; CMS Exploitation; Remote Code Execution; Reverse Shell; System Enumeration; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,11,"Web + System + CMS + Source Code Exploitation (HTTP, SSH, Git)"
196,AI-Web 2,VulnHub,0,Linux,Web Server + SSH + API,Medium,2,Web Exploitation,Web Exploitation + API Abuse + Credential Extraction + Privilege Escalation,Directory Enumeration → API Endpoint Discovery → Request Manipulation → Credential Extraction → Authenticated Access → Command Execution → Reverse Shell → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Execution → Credential Access → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; API Enumeration; Request Manipulation; Credential Extraction; Authenticated Access; Command Execution; Reverse Shell; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; API Endpoint Discovery; Request Manipulation; Credential Extraction; Authenticated Access; Command Execution; Reverse Shell; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,10,"Web + System + API Exploitation (HTTP, SSH)"
197,Prime 1,VulnHub,0,Linux,Web Server + SSH + File Upload,Medium,2,Web Exploitation,Web Exploitation + File Upload + Remote Code Execution + Privilege Escalation,Directory Enumeration → File Upload Discovery → File Upload Bypass → Webshell Upload → Command Execution → Reverse Shell → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Upload; File Upload Bypass; Webshell; Command Execution; Reverse Shell; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; File Upload Exploitation; File Upload Bypass; Webshell Execution; Command Execution; Reverse Shell; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,8,"Web + System Exploitation (HTTP, SSH)"
198,Sunset Dawn,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Web Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Directory Enumeration → Hidden File Discovery → Encoding/Decoding → File Analysis → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Discovery; Encoding/Decoding; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Hidden File Discovery; Encoding/Decoding; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,"Web + System Exploitation (HTTP, SSH)"
199,Silky-CTF 0x02,VulnHub,0,Linux,Web Server + SSH,Medium,2,Web Exploitation,Web Exploitation + Credential Generation + Bruteforce + Privilege Escalation,Directory Enumeration → Source Code Analysis → Password Pattern Discovery → Dictionary Generation → SSH Bruteforce → SSH Login → System Enumeration → SUID Enumeration → SUID Exploitation → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; Source Code Analysis; Password Pattern Analysis; Wordlist Generation; Brute Force; SSH Access; System Enumeration; SUID Enumeration; SUID Abuse; Privilege Escalation,Web Enumeration; Source Code Analysis; Password Pattern Discovery; Wordlist Generation; SSH Brute Force; SSH Access; System Enumeration; SUID Enumeration; SUID Exploitation; Privilege Escalation,2-3 hours,2.5,10,"Web + System Exploitation (HTTP, SSH)"
200,Infinity Stones,VulnHub,0,Linux,Web Server + SSH + Steganography + Encoding,Medium,2,Web Exploitation,Web Exploitation + Steganography + Encoding + Credential Chain + Privilege Escalation,Directory Enumeration → Hidden File Discovery → Steganography Extraction → Encoding/Decoding → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Discovery; Steganography; Encoding/Decoding; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Hidden File Discovery; Steganography Extraction; Encoding/Decoding; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,10,"Web + System + Steganography + Crypto Exploitation (HTTP, SSH)"
201,DC-8,VulnHub,0,Linux,Web Server + Drupal CMS + SSH,Hard,3,Web Exploitation,Web Exploitation + CMS Exploitation + SQL Injection + Privilege Escalation,Directory Enumeration → CMS Discovery (Drupal) → SQL Injection → Credential Extraction → CMS Login → Remote Code Execution → Reverse Shell → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; CMS Enumeration; SQL Injection; Credential Extraction; CMS Access; Remote Code Execution; Reverse Shell; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; CMS Enumeration; SQL Injection; Credential Extraction; CMS Exploitation; Remote Code Execution; Reverse Shell; System Enumeration; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,11,"Web + System + CMS Exploitation (HTTP, SSH)"
202,Wordy,VulnHub,0,Linux,Web Server + SSH + WordPress + File Upload,Medium,2,Web Exploitation,Web Exploitation + WordPress Exploitation + File Upload + Privilege Escalation,Directory Enumeration → WordPress Discovery → Plugin Exploitation → File Upload → Webshell Upload → Command Execution → Reverse Shell → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; WordPress Enumeration; Plugin Exploitation; File Upload; Webshell; Command Execution; Reverse Shell; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; WordPress Enumeration; Plugin Exploitation; File Upload; Webshell Execution; Command Execution; Reverse Shell; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,"Web + System + CMS Exploitation (HTTP, SSH)"
203,Armour,VulnHub,0,Linux,Web Server + SSH + File Upload,Medium,2,Web Exploitation,Web Exploitation + File Upload + Remote Code Execution + Privilege Escalation,Directory Enumeration → File Upload Discovery → File Upload Bypass → Webshell Upload → Command Execution → Reverse Shell → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Upload; File Upload Bypass; Webshell; Command Execution; Reverse Shell; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; File Upload Exploitation; File Upload Bypass; Webshell Execution; Command Execution; Reverse Shell; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,"Web + System Exploitation (HTTP, SSH)"
204,Misdirection 1,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Web Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Directory Enumeration → Hidden File Discovery → Encoding/Decoding → File Analysis → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Discovery; Encoding/Decoding; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Hidden File Discovery; Encoding/Decoding; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,"Web + System Exploitation (HTTP, SSH)"
205,BossPlayersCTF 1,VulnHub,0,Linux,Web Server + SSH + FTP,Medium,2,Web Exploitation,Web Exploitation + Credential Extraction + FTP Abuse + Privilege Escalation,Directory Enumeration → Login Panel Discovery → Credential Extraction → FTP Access → File Enumeration → Credential Reuse → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Lateral Movement → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; Credential Extraction; FTP Access; File Enumeration; Credential Reuse; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Login Panel Discovery; Credential Extraction; FTP Access; File Enumeration; Credential Reuse; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,10,"Web + Network + System Exploitation (HTTP, FTP, SSH)"
206,Hacker Fest 2019,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Web Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Directory Enumeration → Hidden File Discovery → Encoding/Decoding → File Analysis → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Discovery; Encoding/Decoding; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Hidden File Discovery; Encoding/Decoding; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,"Web + System Exploitation (HTTP, SSH)"
207,ISRO,VulnHub,0,Linux,Web Server + SSH + File Upload + Encoding,Hard,3,Web Exploitation,Web Exploitation + File Upload + Encoding + Credential Extraction + Privilege Escalation,Directory Enumeration → Hidden File Discovery → Encoding/Decoding → File Upload Bypass → Webshell Upload → Command Execution → Reverse Shell → File Enumeration → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Execution → Credential Access → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Discovery; Encoding/Decoding; File Upload; File Upload Bypass; Webshell; Command Execution; Reverse Shell; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Hidden File Discovery; Encoding/Decoding; File Upload Exploitation; File Upload Bypass; Webshell Execution; Command Execution; Reverse Shell; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,11,"Web + System Exploitation (HTTP, SSH)"
