Machine_ID,Machine_Name,Platform,Platform_ID,OS,OS_Detail,Difficulty,Difficulty_Numeric,Attack_Category,Attack_Category_Detail,Vulnerability_Type,Kill_Chain_Stages,Skills_Required,Learning_Objectives,Estimated_Time,Estimated_Time_Hours,Attack_Path_Length,Entry_Point
160,Gibson,VulnHub,0,Linux,Web Server + SSH + IRC,Medium,2,Network Exploitation,Network Exploitation + IRC Interaction + Remote Code Execution + Privilege Escalation,Web Enumeration → Source Code Disclosure → Credential Extraction → SSH Access → Kernel Exploitation → Privilege Escalation → Forensic Analysis,Recon → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Source Code Disclosure; Credential Extraction; SSH Access; Kernel Exploitation; Forensic Analysis; Encoding/Decoding,Web Enumeration; Source Code Disclosure; Credential Extraction; SSH Access; Kernel Exploitation; Privilege Escalation; Forensic Analysis; Encoding/Decoding,3-4 hours,3.5,7,Source Code Disclosure (username and password in page source)
161,d0not5top,VulnHub,0,Linux,Web Server + SSH + Steganography,Medium,2,Web Exploitation,Web Exploitation + Steganography + Credential Extraction + Privilege Escalation,Web Enumeration → Source Code Disclosure → SQL Injection → Hash Cracking → SSH Access → Privilege Escalation,Recon → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Source Code Disclosure; SQL Injection; Hash Cracking; SSH Access; Privilege Escalation,Web Enumeration; Source Code Disclosure; SQL Injection; Hash Cracking; SSH Access; Privilege Escalation,3-4 hours,3.5,6,Multiple: Source code flags + SQL injection + SSH access chain
162,EW Skuzzy,VulnHub,0,Linux,Web Server + SSH + File Analysis,Medium,2,Network Exploitation,Web Exploitation + File Analysis + Credential Extraction + Privilege Escalation,Network Enumeration → Hidden File Discovery → Credential Extraction → SSH Access → Privilege Escalation,Recon → Enumeration → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; iSCSI Mounting; Hidden File Discovery; Credential Extraction; SSH Access; Privilege Escalation,Network Enumeration; Hidden File Discovery; Credential Extraction; SSH Access; Privilege Escalation,2-3 hours,2.5,6,iSCSI Storage Connection (port 3260 - mount network block device)
163,64base,VulnHub,0,Linux,Web Server + SSH,Easy,1,Web Exploitation,Web Exploitation + Encoding + Credential Extraction + Privilege Escalation,Web Enumeration → Source Code Disclosure → Encoding/Decoding → Wordlist Generation → Authentication Bypass → SSH Access → Privilege Escalation,Recon → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Source Code Disclosure; Encoding/Decoding; Wordlist Generation; SSH Access; Privilege Escalation,Web Enumeration; Source Code Disclosure; Encoding/Decoding; Wordlist Generation; Authentication Bypass; SSH Access; Privilege Escalation,2-3 hours,2.5,7,Source Code Disclosure (hex → base64 multi-layer encoding chain)
164,VulnUpload,VulnHub,0,Linux,Web Server + SSH,Easy,1,Web Exploitation,Web Exploitation + File Upload + Remote Code Execution + Privilege Escalation,Web Enumeration → Source Code Disclosure → Credential Extraction → File Upload Exploitation → Webshell Execution → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; Source Code Disclosure; Credential Extraction; File Upload; Webshell Execution; SUID Exploitation; Privilege Escalation,Web Enumeration; Source Code Disclosure; Credential Extraction; File Upload Exploitation; Webshell Execution; SUID Exploitation; Privilege Escalation,1-2 hours,1.5,7,Source Code Disclosure (/admin_area/ page source reveals credentials)
165,Lin.Security,VulnHub,0,Linux,Web Server + SSH + SUID Binaries,Medium,2,Network Exploitation,Web Exploitation + Command Execution + Privilege Escalation Techniques,SSH Access → Sudo Exploitation → SUID Exploitation → NFS Exploitation → Privilege Escalation,Recon → Exploitation → Privilege Escalation,SSH Access; Sudo Exploitation; SUID Exploitation; Wildcard Injection; NFS Exploitation; Privilege Escalation,SSH Access; Sudo Exploitation; SUID Exploitation; Wildcard Injection; NFS Exploitation; Privilege Escalation,2-3 hours,2.5,5,SSH with given credentials (bob:secret) - deliberate misconfiguration training
166,AI-Web 1,VulnHub,0,Linux,Web Server + SSH,Medium,2,Web Exploitation,Web Exploitation + API Abuse + Remote Code Execution + Privilege Escalation,Web Enumeration → SQL Injection → Remote Code Execution → Passwd File Manipulation → Privilege Escalation,Recon → Exploitation → Execution → Privilege Escalation,Enumeration; SQL Injection; SQLMap OS Shell; Passwd File Manipulation; Privilege Escalation,Web Enumeration; SQL Injection; Remote Code Execution; Passwd File Manipulation; Privilege Escalation,1-2 hours,1.5,5,SQL Injection (search form) → OS shell via SQLMap
167,De-ICE S1.130,VulnHub,0,Linux,Web Server + FTP + SSH + Database,Hard,3,Network Exploitation,Multi-Stage Exploitation + Web Exploitation + Credential Chain + Privilege Escalation,Network Enumeration → Brute Force → SSH Access → Credential Extraction → Wordlist Generation → Source Code Disclosure → Privilege Escalation,Recon → Enumeration → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Network Enumeration; Brute Force; Credential Extraction; Wordlist Generation; Source Code Disclosure; Privilege Escalation,Network Enumeration; Brute Force; SSH Access; Credential Extraction; Wordlist Generation; Source Code Disclosure; Privilege Escalation,3-4 hours,3.5,9,SMTP User Enumeration (Python script against port 25)
168,Breach 1.0,VulnHub,0,Linux,Web Server + SMTP + SSH + Database,Hard,3,Network Exploitation,Web Exploitation + SQL Injection + Credential Chain + Privilege Escalation,Web Enumeration → Encoding/Decoding → Credential Extraction → Service Exploitation → Remote Code Execution → Forensic Analysis → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; Encoding/Decoding; Credential Extraction; Service Exploitation; Remote Code Execution; Forensic Analysis; Privilege Escalation,Web Enumeration; Encoding/Decoding; Credential Extraction; Service Exploitation; Remote Code Execution; Forensic Analysis; Privilege Escalation,3-4 hours,3.5,7,Source Code double base64 encoding → credentials for Employee Portal + Tomcat
169,Breach 2.1,VulnHub,0,Linux,Web Server + FTP + SMTP + SSH + Database,Hard,3,Network Exploitation,Web Exploitation + File Inclusion + Credential Chain + Privilege Escalation,Information Disclosure → SSH Access → SQL Injection → Database Enumeration → Service Exploitation → Remote Code Execution → Kernel Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; Information Disclosure; SSH Access; SQL Injection; Service Exploitation; Kernel Exploitation; Privilege Escalation,Network Enumeration; Information Disclosure; SSH Access; SQL Injection; Service Exploitation; Remote Code Execution; Kernel Exploitation; Privilege Escalation,3-4 hours,3.5,8,SSH banner discloses credentials (peter:inthesource on port 65535)
170,Billy Madison,VulnHub,0,Linux,Web Server + SSH + File Analysis,Medium,2,Network Exploitation,Web Exploitation + Encoding + File Analysis + Privilege Escalation,Network Enumeration → Encoding/Decoding → FTP Anonymous Access → Credential Extraction → SSH Access → Privilege Escalation,Recon → Enumeration → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Encoding/Decoding; Network Enumeration; FTP Anonymous Access; SSH Access; Privilege Escalation,Network Enumeration; Encoding/Decoding; Credential Extraction; SSH Access; Privilege Escalation,3-4 hours,3.5,7,Telnet ROT13 encoded password + multi-service enumeration (WordPress/SMB/FTP)
171,Necromancer,VulnHub,0,Linux,Web Server + SSH + Multi-Stage Encoding,Medium,2,Network Exploitation,Web Exploitation + Encoding + Credential Chain + Privilege Escalation,Network Enumeration → Packet Analysis → Port Knocking → Encoding/Decoding → Web Enumeration → Hash Cracking → Privilege Escalation,Recon → Enumeration → Exploitation → Credential Access → Privilege Escalation,Enumeration; Packet Analysis; Port Knocking; Encoding/Decoding; Hash Cracking; Privilege Escalation,Network Enumeration; Packet Analysis; Port Knocking; Encoding/Decoding; Web Enumeration; Hash Cracking; Privilege Escalation,3-4 hours,3.5,7,UDP Port 666 (no TCP open - requires UDP scan and packet capture)
172,Cyberry 1,VulnHub,0,Linux,Web Server + SSH + File Analysis,Medium,2,Web Exploitation,Web Exploitation + File Analysis + Credential Extraction + Privilege Escalation,Web Enumeration → Hidden File Discovery → File Analysis → Credential Extraction → SSH Access → System Enumeration → Sudo Exploitation → Privilege Escalation,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Web Enumeration; File Discovery; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,Web Enumeration; Hidden File Discovery; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,"Web + System Exploitation (HTTP, SSH)"
173,BSides London 2017,VulnHub,0,Linux,Web Server + SSH + CMS,Hard,3,Web Exploitation,Web Exploitation + CMS Exploitation + Credential Chain + Privilege Escalation,Web Enumeration → Encoding/Decoding → Authentication Bypass → XML External Entity → Credential Extraction → SSH Access → Sudo Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Encoding/Decoding; Authentication Bypass; XXE Injection; SSH Access; Sudo Exploitation; Privilege Escalation,Web Enumeration; Encoding/Decoding; Authentication Bypass; XML External Entity; Credential Extraction; SSH Access; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,8,Source Code hex→base64 encoding chain → credentials for admin login
174,Game of Thrones,VulnHub,0,Linux,Web Server + SSH + Steganography + Cryptography,Hard,3,Web Exploitation,Web Exploitation + Steganography + Cryptography + Credential Chain + Privilege Escalation,Web Enumeration → Authentication Bypass → Hidden File Discovery → Credential Extraction → SSH Access → Kernel Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Authentication Bypass; Hidden File Discovery; SSH Access; Kernel Exploitation; Privilege Escalation,Web Enumeration; Authentication Bypass; Hidden File Discovery; Credential Extraction; SSH Access; Kernel Exploitation; Privilege Escalation,3-4 hours,3.5,7,User Agent Bypass (/secret-island/ requires Three-eyed-raven User-Agent)
175,Trollcave,VulnHub,0,Linux,Web Server + SSH + Hidden Services,Medium,2,Web Exploitation,Web Exploitation + Hidden Service Discovery + Credential Extraction + Privilege Escalation,Web Enumeration → IDOR Exploitation → Authentication Bypass → File Upload Exploitation → SSH Key Extraction → SSH Access → Kernel Exploitation → Privilege Escalation,Recon → Exploitation → Web Access → Execution → Privilege Escalation,Enumeration; IDOR Exploitation; Authentication Bypass; File Upload; SSH Access; Kernel Exploitation; Privilege Escalation,Web Enumeration; IDOR Exploitation; Authentication Bypass; File Upload Exploitation; SSH Key Extraction; SSH Access; Kernel Exploitation; Privilege Escalation,2-3 hours,2.5,8,IDOR (user ID enumeration reveals superadmin account ID 1)
176,Gemini Inc,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Web Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Web Enumeration → Default Credentials → HTML Injection → SSRF → SSH Key Extraction → SSH Access → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Default Credentials; HTML Injection; SSRF; SSH Key Extraction; SSH Access; SUID Exploitation; Privilege Escalation,Web Enumeration; Default Credentials; HTML Injection; SSRF; SSH Key Extraction; SSH Access; SUID Exploitation; Privilege Escalation,2-3 hours,2.5,8,HTML Export Injection (wkhtmltopdf SSRF via iframe to steal SSH private key)
177,PinkyPalace,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Network Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Network Enumeration → Proxy Exploitation → SQL Injection → Database Enumeration → Hash Cracking → SSH Access → Buffer Overflow → Privilege Escalation,Recon → Enumeration → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Proxy Configuration; SQL Injection; Hash Cracking; SSH Access; Buffer Overflow; Privilege Escalation,Network Enumeration; Proxy Exploitation; SQL Injection; Database Enumeration; Hash Cracking; SSH Access; Buffer Overflow; Privilege Escalation,3-4 hours,3.5,8,Squid Proxy (port 31337) → internal nginx SQL injection via proxy
178,Violator,VulnHub,0,Linux,Web Server + SSH + File Upload,Easy,1,Web Exploitation,Web Exploitation + File Upload + Remote Code Execution + Privilege Escalation,Web Enumeration → Source Code Disclosure → Wordlist Generation → Service Exploitation → Remote Code Execution → Brute Force → Archive Cracking → Steganography Extraction → Encoding/Decoding,Recon → Exploitation → Execution → Credential Access → Privilege Escalation,Enumeration; Source Code Disclosure; Wordlist Generation; ProFTPD Exploitation; Brute Force; Archive Cracking; Steganography Extraction; Encoding/Decoding,Web Enumeration; Source Code Disclosure; Wordlist Generation; Service Exploitation; Remote Code Execution; Brute Force; Archive Cracking; Steganography Extraction; Encoding/Decoding,4+ hours,4.5,9,ProFTPD 1.3.5rc3 mod_copy exploit (Metasploit) + source code Wikipedia hint for wordlist
179,Bulldog2,VulnHub,0,Linux,Web Server + SSH + Database,Medium,2,Web Exploitation,Web Exploitation + SQL Injection + Credential Extraction + Privilege Escalation,Web Enumeration → Login Panel Discovery → SQL Injection → Database Enumeration → Credential Extraction → SSH Access → System Enumeration → Sudo Exploitation → Privilege Escalation,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Web Enumeration; SQL Injection; Database Enumeration; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,Web Enumeration; SQL Injection; Database Enumeration; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,"Web + System + Database Exploitation (HTTP, SSH)"
180,Wintermute 1,VulnHub,0,Linux,Web Server + SSH + FTP + Steganography,Medium,2,Network Exploitation,Web Exploitation + FTP Abuse + Steganography + Credential Chain + Privilege Escalation,Network Enumeration → Default Credentials → Remote Code Execution → Service Exploitation → Webshell Execution → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Execution → Privilege Escalation,Enumeration; Default Credentials; Service Exploitation; Webshell Execution; SUID Exploitation; Privilege Escalation,Network Enumeration; Default Credentials; Remote Code Execution; Service Exploitation; Webshell Execution; SUID Exploitation; Privilege Escalation,2-3 hours,2.5,7,Node-RED default credentials (admin:admin on port 3000) + SMTP command injection
181,Dev Random K2,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Network Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,SSH Access → Sudo Exploitation → Library Hijacking → Privilege Escalation → Cron Abuse,Recon → Exploitation → Privilege Escalation,SSH Access; Sudo Exploitation; Library Hijacking; Cron Analysis; Privilege Escalation,SSH Access; Sudo Exploitation; Library Hijacking; Privilege Escalation; Cron Abuse,1-2 hours,1.5,6,Given SSH credentials (user:password) + missing shared library exploit
182,ROP Primer 1.0.1,VulnHub,0,Linux,Binary Exploitation + SSH,Hard,3,Binary Exploitation,Binary Exploitation + Buffer Overflow + ROP Chain + Privilege Escalation,SSH Access → Buffer Overflow → ROP Chain Exploitation → Privilege Escalation,Recon → Exploitation → Privilege Escalation,SSH Access; Buffer Overflow; ROP Chain Exploitation; GDB; Privilege Escalation,SSH Access; Buffer Overflow; ROP Chain Exploitation; ret2libc; mprotect; Privilege Escalation,4+ hours,4.5,4,Given SSH credentials (level0:warmup) — ROP chain buffer overflow training machine
183,Gemini Inc 2,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Web Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Web Enumeration → Brute Force → Authentication Bypass → WAF Bypass → Remote Code Execution → Reverse Shell → Service Exploitation → SSH Key Extraction → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; Brute Force; Authentication Bypass; WAF Bypass; Remote Code Execution; Service Exploitation; SSH Key Extraction; Privilege Escalation,Web Enumeration; Brute Force; Authentication Bypass; WAF Bypass; Remote Code Execution; Reverse Shell; Service Exploitation; SSH Key Extraction; Privilege Escalation,3-4 hours,3.5,9,Activation code brute force (bash script 000000-999999) + WAF bypass RCE
184,Moonraker 1,VulnHub,0,Linux,Web Server + SSH + File Upload,Medium,2,Web Exploitation,Web Exploitation + File Upload + Remote Code Execution + Privilege Escalation,Web Enumeration → File Upload Exploitation → Webshell Execution → Command Execution → Reverse Shell → System Enumeration → Sudo Exploitation → Privilege Escalation,Recon → Initial Access → Execution → Privilege Escalation → Collection,Enumeration; Web Enumeration; File Upload; File Upload Bypass; Webshell; Command Execution; Reverse Shell; System Enumeration; Sudo Exploitation; Privilege Escalation,Web Enumeration; File Upload Exploitation; Webshell Execution; Command Execution; Reverse Shell; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,8,"Web + System Exploitation (HTTP, SSH)"
185,Replay 1,VulnHub,0,Linux,Web Server + SSH + Packet Analysis,Medium,2,Web Exploitation,Web Exploitation + Packet Analysis + Credential Extraction + Privilege Escalation,Web Enumeration → Source Code Disclosure → Archive Cracking → Credential Extraction → Remote Code Execution → SSH Access → Privilege Escalation,Recon → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Source Code Disclosure; Reverse Engineering; Credential Extraction; Remote Code Execution; SSH Access; Privilege Escalation,Web Enumeration; Source Code Disclosure; Archive Cracking; Credential Extraction; Remote Code Execution; SSH Access; Privilege Escalation,2-3 hours,2.5,8,Source code comment + robots.txt ZIP file containing ELF binary with hardcoded credentials
186,digitalworld.local:Torment,VulnHub,0,Linux,Web Server + SSH + Database + FTP,Hard,3,Network Exploitation,Web Exploitation + SQL Injection + Credential Chain + Privilege Escalation,FTP Anonymous Access → SSH Key Extraction → Network Enumeration → Service Exploitation → SSH Access → Sudo Exploitation → Privilege Escalation,Recon → Enumeration → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; FTP Anonymous Access; SSH Key Extraction; Service Exploitation; SSH Access; Sudo Exploitation; Privilege Escalation,Network Enumeration; SSH Key Extraction; Service Exploitation; SSH Access; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,7,FTP Anonymous Access (SSH private key + IRC config in FTP directories)
187,6Days,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Web Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Web Enumeration → Local File Inclusion → WAF Bypass → SQL Injection → Credential Extraction → SSH Access → Restricted Shell Escape → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Local File Inclusion; WAF Bypass; SQL Injection; SSH Access; Restricted Shell Escape; SUID Exploitation; Privilege Escalation,Web Enumeration; Local File Inclusion; WAF Bypass; SQL Injection; Credential Extraction; SSH Access; Restricted Shell Escape; SUID Exploitation; Privilege Escalation,2-3 hours,2.5,9,Local File Inclusion (WAF bypass via port 8080 localhost + SQL injection)
188,IMF,VulnHub,0,Linux,Web Server + SSH + File Upload + Encoding,Hard,3,Binary Exploitation,Web Exploitation + File Upload + Encoding + Credential Extraction + Privilege Escalation,Web Enumeration → Encoding/Decoding → SQL Injection → Authentication Bypass → File Upload Exploitation → Webshell Execution → Buffer Overflow → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; Encoding/Decoding; SQL Injection; File Upload; Webshell Execution; Buffer Overflow; Privilege Escalation,Web Enumeration; Encoding/Decoding; SQL Injection; Authentication Bypass; File Upload Exploitation; Webshell Execution; Buffer Overflow; Privilege Escalation,3-4 hours,3.5,8,Source Code Disclosure (JS filenames base64 encoded) → multi-flag chain
189,TheWall,VulnHub,0,Linux,Web Server + SSH + File Upload + Firewall Bypass,Medium,2,Network Exploitation,Web Exploitation + File Upload + Firewall Bypass + Privilege Escalation,Network Enumeration → Packet Analysis → Encoding/Decoding → Web Enumeration → Steganography Extraction → Credential Extraction → SSH Access → Kernel Exploitation → Privilege Escalation,Recon → Enumeration → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Packet Analysis; Encoding/Decoding; Steganography Extraction; SSH Access; Kernel Exploitation; Privilege Escalation,Network Enumeration; Packet Analysis; Encoding/Decoding; Web Enumeration; Steganography Extraction; Credential Extraction; SSH Access; Kernel Exploitation; Privilege Escalation,3-4 hours,3.5,9,Packet Analysis (machine broadcasts on UDP 1337 — no initial TCP ports)
190,USV 2017,VulnHub,0,Linux,Web Server + FTP + SSH + Proxy + MySQL,Hard,3,Network Exploitation,Web Exploitation + Cryptography + WordPress Exploitation + Privilege Escalation,Web Enumeration → Encoding/Decoding → Authentication Bypass → Network Enumeration → FTP Anonymous Access → SSH Access,Recon → Exploitation → Credential Access → Lateral Movement,Enumeration; Encoding/Decoding; Authentication Bypass; XMPP Enumeration; FTP Anonymous Access; SSH Access,Web Enumeration; Encoding/Decoding; Authentication Bypass; Network Enumeration; SSH Access,3-4 hours,3.5,6,Source code hex-encoded JS password (admin2 login page)
191,C0m80,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Network Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Web Enumeration → Authentication Bypass → Service Exploitation → Credential Extraction → FTP Anonymous Access → SSH Access → NFS Exploitation → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Authentication Bypass; Service Exploitation; Credential Extraction; SSH Access; NFS Exploitation; SUID Exploitation; Privilege Escalation,Web Enumeration; Authentication Bypass; Service Exploitation; Credential Extraction; SSH Access; NFS Exploitation; SUID Exploitation; Privilege Escalation,2-3 hours,2.5,9,Mantis Bug Tracker password reset bypass (CVE-2014-7146 - enumerate user IDs)
192,Teuchter,VulnHub,0,Linux,Web Server + SSH + File Analysis,Medium,2,Web Exploitation,Web Exploitation + File Analysis + Credential Extraction + Privilege Escalation,Web Enumeration → Hidden File Discovery → File Analysis → Credential Extraction → SSH Access → System Enumeration → Sudo Exploitation → Privilege Escalation,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Web Enumeration; File Discovery; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,Web Enumeration; Hidden File Discovery; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,"Web + System Exploitation (HTTP, SSH)"
193,Symfonos 4,VulnHub,0,Linux,Web Server + SMB + SSH,Medium,2,Network Exploitation,Network Exploitation + SMB Enumeration + Credential Extraction + Privilege Escalation,Web Enumeration → SQL Injection → Authentication Bypass → Local File Inclusion → Log File Injection → Remote Code Execution → Network Pivoting → Insecure Deserialization → Privilege Escalation,Recon → Exploitation → Execution → Lateral Movement → Privilege Escalation,Enumeration; SQL Injection; Local File Inclusion; SSH Log Poisoning; Network Pivoting; Insecure Deserialization; Privilege Escalation,Web Enumeration; SQL Injection; Authentication Bypass; Local File Inclusion; Log File Injection; Remote Code Execution; Network Pivoting; Insecure Deserialization; Privilege Escalation,3-4 hours,3.5,9,SQL Injection bypass on login + LFI → SSH log poisoning chain
194,Sunset Nightfall,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Network Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Network Enumeration → Brute Force → FTP Anonymous Access → SSH Key Extraction → SSH Access → SUID Exploitation → Privilege Escalation,Recon → Enumeration → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Network Enumeration; Brute Force; FTP Anonymous Access; SSH Key Extraction; SUID Exploitation; Privilege Escalation,Network Enumeration; Brute Force; FTP Anonymous Access; SSH Key Extraction; SSH Access; SUID Exploitation; Privilege Escalation,1-2 hours,1.5,7,SMB user enumeration (enum4linux) + FTP brute force (Hydra)
195,DC-7,VulnHub,0,Linux,Web Server + Drupal CMS + SSH + Git,Hard,3,Web Exploitation,Web Exploitation + CMS Exploitation + Credential Exposure + Privilege Escalation,OSINT → Credential Extraction → SSH Access → CMS Exploitation → Webshell Execution → Cron Abuse → Privilege Escalation,Recon → Credential Access → Exploitation → Execution → Privilege Escalation,Enumeration; OSINT; SSH Access; CMS Exploitation; Webshell Execution; Cron Analysis; Privilege Escalation,OSINT; Credential Extraction; SSH Access; CMS Exploitation; Webshell Execution; Cron Abuse; Privilege Escalation,2-3 hours,2.5,7,OSINT (Twitter → GitHub repo → config.php with SSH credentials)
196,AI-Web 2,VulnHub,0,Linux,Web Server + SSH + API,Medium,2,Web Exploitation,Web Exploitation + API Abuse + Credential Extraction + Privilege Escalation,Web Enumeration → Directory Traversal → Hash Cracking → Authentication Bypass → Command Injection → Reverse Shell → Kernel Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; Directory Traversal; Hash Cracking; Command Injection; Reverse Shell; Kernel Exploitation; Privilege Escalation,Web Enumeration; Directory Traversal; Hash Cracking; Authentication Bypass; Command Injection; Reverse Shell; Kernel Exploitation; Privilege Escalation,2-3 hours,2.5,8,Directory Traversal (../../../etc/passwd) + hash cracking for webadmin access
197,Prime 1,VulnHub,0,Linux,Web Server + SSH + File Upload,Medium,2,Web Exploitation,Web Exploitation + File Upload + Remote Code Execution + Privilege Escalation,Web Enumeration → Local File Inclusion → Credential Extraction → CMS Exploitation → File Upload Exploitation → Webshell Execution → Kernel Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; Web Enumeration; Local File Inclusion; Credential Extraction; CMS Exploitation; Webshell Execution; Kernel Exploitation; Privilege Escalation,Web Enumeration; Local File Inclusion; Credential Extraction; CMS Exploitation; File Upload Exploitation; Webshell Execution; Kernel Exploitation; Privilege Escalation,2-3 hours,2.5,9,Boot screen username hint + wfuzz parameter fuzzing to find LFI
198,Sunset Dawn,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Network Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Web Enumeration → Information Disclosure → Network Enumeration → Remote Code Execution → Reverse Shell → SUID Exploitation → Privilege Escalation,Recon → Enumeration → Exploitation → Privilege Escalation,Enumeration; Network Enumeration; Remote Code Execution; Reverse Shell; SUID Exploitation; Privilege Escalation,Web Enumeration; Information Disclosure; Network Enumeration; Remote Code Execution; Reverse Shell; SUID Exploitation; Privilege Escalation,1-2 hours,1.5,7,Log file exposed via CGI + SMB anonymous access → SUID zsh
199,Silky-CTF 0x02,VulnHub,0,Linux,Web Server + SSH,Medium,2,Binary Exploitation,Web Exploitation + Credential Generation + Bruteforce + Privilege Escalation,Web Enumeration → Authentication Bypass → Command Injection → Local File Inclusion → Reverse Shell → Buffer Overflow → Hash Cracking → Privilege Escalation,Recon → Exploitation → Execution → Privilege Escalation,Enumeration; Command Injection; Local File Inclusion; Reverse Shell; Buffer Overflow; Hash Cracking; Privilege Escalation,Web Enumeration; Authentication Bypass; Command Injection; Local File Inclusion; Reverse Shell; Buffer Overflow; Hash Cracking; Privilege Escalation,2-3 hours,2.5,8,Admin login + Command Injection + LFI chain
200,Infinity Stones,VulnHub,0,Linux,Web Server + SSH + Steganography + Encoding,Medium,2,Web Exploitation,Web Exploitation + Steganography + Encoding + Credential Chain + Privilege Escalation,Web Enumeration → Steganography Extraction → Packet Analysis → Hash Cracking → Service Exploitation → Remote Code Execution → Sudo Exploitation → Privilege Escalation,Recon → Enumeration → Exploitation → Credential Access → Privilege Escalation,Enumeration; Steganography Extraction; WiFi Cracking; Hash Cracking; Service Exploitation; Sudo Exploitation; Privilege Escalation,Web Enumeration; Steganography Extraction; Packet Analysis; Hash Cracking; Service Exploitation; Remote Code Execution; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,9,Multi-vector 6-flag CTF: ExifTool + SSL cert + WiFi pcap + Jenkins
